X,CH1,Start,Increment,
Sequence,Volt,-1.320000e-01,2.000000e-04
0,-4.20e-01,
1,-4.80e-01,
2,-4.20e-01,
3,-4.80e-01,
4,-4.40e-01,
5,-4.80e-01,
6,-4.40e-01,
7,-4.80e-01,
8,-4.40e-01,
9,-5.00e-01,
10,-4.40e-01,
11,-5.00e-01,
12,-4.40e-01,
13,-5.00e-01,
14,-4.40e-01,
15,-5.00e-01,
16,-4.40e-01,
17,-5.00e-01,
18,-4.40e-01,
19,-5.00e-01,
20,-4.60e-01,
21,-5.00e-01,
22,-4.60e-01,
23,-5.00e-01,
24,-4.60e-01,
25,-5.00e-01,
26,-4.60e-01,
27,-5.20e-01,
28,-4.60e-01,
29,-5.20e-01,
30,-4.60e-01,
31,-5.20e-01,
32,-4.60e-01,
33,-5.20e-01,
34,-4.60e-01,
35,-5.20e-01,
36,-4.60e-01,
37,-5.20e-01,
38,-5.20e-01,
39,-4.60e-01,
40,-5.20e-01,
41,-4.60e-01,
42,-4.60e-01,
43,-5.20e-01,
44,-5.20e-01,
45,-4.60e-01,
46,-5.20e-01,
47,-4.60e-01,
48,-5.20e-01,
49,-4.80e-01,
50,-4.80e-01,
51,-5.20e-01,
52,-4.80e-01,
53,-5.20e-01,
54,-4.80e-01,
55,-5.20e-01,
56,-4.80e-01,
57,-5.40e-01,
58,-4.80e-01,
59,-5.40e-01,
60,-4.80e-01,
61,-5.40e-01,
62,-4.80e-01,
63,-5.40e-01,
64,-5.40e-01,
65,-4.80e-01,
66,-4.80e-01,
67,-5.40e-01,
68,-4.80e-01,
69,-5.40e-01,
70,-4.80e-01,
71,-5.40e-01,
72,-4.80e-01,
73,-5.40e-01,
74,-4.80e-01,
75,-5.40e-01,
76,-4.80e-01,
77,-5.40e-01,
78,-4.80e-01,
79,-5.40e-01,
80,-4.80e-01,
81,-5.40e-01,
82,-4.80e-01,
83,-5.40e-01,
84,-4.80e-01,
85,-5.40e-01,
86,-4.80e-01,
87,-5.40e-01,
88,-5.40e-01,
89,-4.80e-01,
90,-5.40e-01,
91,-4.80e-01,
92,-4.80e-01,
93,-5.40e-01,
94,-4.80e-01,
95,-5.40e-01,
96,-5.40e-01,
97,-4.80e-01,
98,-5.40e-01,
99,-4.80e-01,
100,-4.80e-01,
101,-5.40e-01,
102,-5.40e-01,
103,-4.80e-01,
104,-4.80e-01,
105,-5.40e-01,
106,-4.80e-01,
107,-5.40e-01,
108,-5.40e-01,
109,-4.80e-01,
110,-5.40e-01,
111,-4.80e-01,
112,-4.80e-01,
113,-5.40e-01,
114,-5.40e-01,
115,-4.80e-01,
116,-5.40e-01,
117,-4.80e-01,
118,-5.40e-01,
119,-4.80e-01,
120,-4.80e-01,
121,-5.40e-01,
122,-5.00e-01,
123,-5.40e-01,
124,-5.00e-01,
125,-5.40e-01,
126,-5.00e-01,
127,-5.40e-01,
128,-4.80e-01,
129,-5.60e-01,
130,-4.80e-01,
131,-5.60e-01,
132,-5.60e-01,
133,-4.80e-01,
134,-5.60e-01,
135,-4.60e-01,
136,-5.00e-01,
137,-4.20e-01,
138,-4.40e-01,
139,-3.80e-01,
140,-4.00e-01,
141,-3.20e-01,
142,-3.80e-01,
143,-2.80e-01,
144,-3.40e-01,
145,-2.60e-01,
146,-3.00e-01,
147,-2.20e-01,
148,-2.80e-01,
149,-2.00e-01,
150,-2.40e-01,
151,-1.60e-01,
152,-2.00e-01,
153,-1.40e-01,
154,-1.80e-01,
155,-1.00e-01,
156,-1.60e-01,
157,-8.00e-02,
158,-1.20e-01,
159,-6.00e-02,
160,-1.00e-01,
161,-4.00e-02,
162,-8.00e-02,
163,-2.00e-02,
164,-6.00e-02,
165,2.00e-02,
166,-4.00e-02,
167,4.00e-02,
168,4.00e-02,
169,-2.00e-02,
170,0.00e+00,
171,6.00e-02,
172,2.00e-02,
173,8.00e-02,
174,4.00e-02,
175,1.00e-01,
176,4.00e-02,
177,1.20e-01,
178,6.00e-02,
179,1.40e-01,
180,1.40e-01,
181,8.00e-02,
182,1.00e-01,
183,1.60e-01,
184,1.20e-01,
185,1.80e-01,
186,1.20e-01,
187,2.00e-01,
188,1.40e-01,
189,2.00e-01,
190,2.00e-01,
191,1.40e-01,
192,1.60e-01,
193,2.20e-01,
194,1.60e-01,
195,2.40e-01,
196,2.40e-01,
197,1.80e-01,
198,2.40e-01,
199,2.00e-01,
200,2.00e-01,
201,2.60e-01,
202,2.60e-01,
203,2.20e-01,
204,2.80e-01,
205,2.20e-01,
206,2.20e-01,
207,3.00e-01,
208,3.00e-01,
209,2.40e-01,
210,2.40e-01,
211,3.00e-01,
212,2.40e-01,
213,3.20e-01,
214,2.60e-01,
215,3.20e-01,
216,3.20e-01,
217,2.60e-01,
218,2.80e-01,
219,3.40e-01,
220,2.80e-01,
221,3.40e-01,
222,3.40e-01,
223,2.80e-01,
224,3.40e-01,
225,2.80e-01,
226,3.40e-01,
227,3.00e-01,
228,3.00e-01,
229,3.60e-01,
230,3.00e-01,
231,3.60e-01,
232,3.60e-01,
233,3.20e-01,
234,3.20e-01,
235,3.80e-01,
236,3.20e-01,
237,3.80e-01,
238,3.20e-01,
239,3.80e-01,
240,3.80e-01,
241,3.20e-01,
242,3.80e-01,
243,3.20e-01,
244,3.40e-01,
245,3.80e-01,
246,4.00e-01,
247,3.40e-01,
248,4.00e-01,
249,3.40e-01,
250,4.00e-01,
251,3.40e-01,
252,4.00e-01,
253,3.40e-01,
254,4.00e-01,
255,3.40e-01,
256,3.60e-01,
257,4.20e-01,
258,4.20e-01,
